sample1 dist sample2
STP_37681_S209_L004 15 STP_48351_S230_L004
STP_37710_S202_L004 15 STP_48481_S253_L004
STP_48351_S230_L004 15 STP_50745_S214_L004
38020_S490_L005 16 STP_48351_S230_L004
39390_S489_L005 16 STP61024_S634_L006
4332_S66 16 STP_47214_S233_L004
57874_S474_L005 16 STP_47571_S257_L004
59712_S585_L006 16 STP62059_S666_L006
5978_S78 16 STP_48481_S253_L004
60675_S594_L006 16 STP_37681_S209_L004
60675_S594_L006 16 STP_50745_S214_L004
STP61858_S628_L006 16 STP_37679_S207_L004
STP_35241_S213_L004 16 STP_48351_S230_L004
STP_37681_S209_L004 16 STP_52570_S258_L004
STP_47571_S257_L004 16 STP_48481_S253_L004
STP_48351_S230_L004 16 STP_53446_S221_L004
STP_50745_S214_L004 16 STP_52570_S258_L004
37794_S515_L005 17 39177_S493_L005
38020_S490_L005 17 60675_S594_L006
38020_S490_L005 17 STP_47995_S234_L004
38020_S490_L005 17 STP_52570_S258_L004
5241_S96 17 STP_37681_S209_L004
56124_S488_L005 17 STP62294_S675_L006
60675_S594_L006 17 STP_35241_S213_L004
60675_S594_L006 17 STP_53446_S221_L004
6206_S93 17 6316_S68
6206_S93 17 STP_48481_S253_L004
STP62059_S666_L006 17 STP_47995_S234_L004
STP62059_S666_L006 17 STP_56121_S238_L004
STP62294_S675_L006 17 STP_56124B_S236_L004
STP_35241_S213_L004 17 STP_47995_S234_L004
STP_52570_S258_L004 17 STP_53446_S221_L004
38033_S487_L005 18 6316_S68
38033_S487_L005 18 STP_48481_S253_L004
57874_S474_L005 18 5978_S78
STP62294_S675_L006 18 STP_38249_S244_L004
STP62294_S675_L006 18 STP_48478_S220_L004
STP_37681_S209_L004 18 STP_56121_S238_L004
STP_47995_S234_L004 18 STP_50745_S214_L004
STP_47995_S234_L004 18 STP_52570_S258_L004
STP_50745_S214_L004 18 STP_56121_S238_L004
38020_S490_L005 19 STP_56121_S238_L004
40725_S480_L005 19 47977_S520_L005
41479_S510_L005 19 60261_S595_L006
4254_S86 19 60261_S595_L006
4332_S66 19 STP61218_S630_L006
4524_S80 19 60261_S595_L006
5241_S96 19 STP_47995_S234_L004
5571_S106 19 60261_S595_L006
5599_S107 19 STP61218_S630_L006
57874_S474_L005 19 STP_37710_S202_L004
58583_S504_L005 19 STP60970_S681_L006
58674_S575_L006 19 60261_S595_L006
59359_S578_L006 19 60261_S595_L006
59419_S505_L005 19 STP60827_S639_L006
59712_S585_L006 19 STP_50745_S214_L004
5978_S78 19 STP_37710_S202_L004
6206_S93 19 STP_47571_S257_L004
6316_S68 19 STP_37710_S202_L004
6358_S67 19 STP61782_S632_L006
STP61218_S630_L006 19 STP_37680_S208_L004
STP61218_S630_L006 19 STP_47214_S233_L004
STP_35241_S213_L004 19 STP_56121_S238_L004
STP_47995_S234_L004 19 STP_53446_S221_L004
STP_53446_S221_L004 19 STP_56121_S238_L004
37794_S515_L005 20 STP63042_S662_L006
38020_S490_L005 20 59712_S585_L006
38033_S487_L005 20 57874_S474_L005
38033_S487_L005 20 STP_47571_S257_L004
40726_S492_L005 20 STP60827_S639_L006
42165_S496_L005 20 45877_S511_L005
47977_S520_L005 20 5119_S77
5241_S96 20 STP_48351_S230_L004
59712_S585_L006 20 STP_35241_S213_L004
59712_S585_L006 20 STP_53446_S221_L004
5978_S78 20 6316_S68
60675_S594_L006 20 STP_47995_S234_L004
6206_S93 20 STP_37710_S202_L004
STP_37174_S201_L004 20 STP_52569_S218_L004
38020_S490_L005 21 STP_58121_S251_L004
38033_S487_L005 21 STP_37710_S202_L004
40726_S492_L005 21 5446_S100
5241_S96 21 60675_S594_L006
5241_S96 21 STP_52570_S258_L004
57874_S474_L005 21 6206_S93
59712_S585_L006 21 STP_52570_S258_L004
5978_S78 21 6206_S93
6393_S83 21 STP63135_S653_L006
STP62059_S666_L006 21 STP_58121_S251_L004
STP_36557_S249_L004 21 STP_37316_S222_L004
STP_37710_S202_L004 21 STP_47571_S257_L004
STP_47995_S234_L004 21 STP_48351_S230_L004
STP_48351_S230_L004 21 STP_56121_S238_L004
38033_S487_L005 22 5978_S78
40725_S480_L005 22 STP_42276_S228_L004
45224_S579_L006 22 56886_S477_L005
5119_S77 22 6393_S83
5241_S96 22 59712_S585_L006
5446_S100 22 59419_S505_L005
58024_S383_L005 22 STP62876_S651_L006
59712_S585_L006 22 STP_48351_S230_L004
5978_S78 22 STP_47571_S257_L004
60675_S594_L006 22 STP_56121_S238_L004
STP_37681_S209_L004 22 STP_58121_S251_L004
STP_47995_S234_L004 22 STP_58121_S251_L004
STP_50745_S214_L004 22 STP_58121_S251_L004
STP_52570_S258_L004 22 STP_56121_S238_L004
40725_S480_L005 23 6393_S83
45877_S511_L005 23 59753_S592_L006
47977_S520_L005 23 STP63135_S653_L006
5119_S77 23 6256_S91
5119_S77 23 STP_42276_S228_L004
5241_S96 23 STP_56121_S238_L004
5241_S96 23 STP_58121_S251_L004
59712_S585_L006 23 60675_S594_L006
STP_35241_S213_L004 23 STP_58121_S251_L004
STP_53446_S221_L004 23 STP_58121_S251_L004
40725_S480_L005 24 6256_S91
40725_S480_L005 24 STP63405_S657_L006
43606_S519_L005 24 5119_S77
58971_S507_L005 24 STP_36772_S248_L004
60675_S594_L006 24 STP_58121_S251_L004
6256_S91 24 STP63135_S653_L006
STP63135_S653_L006 24 STP63405_S657_L006
STP_47995_S234_L004 24 STP_56121_S238_L004
STP_52570_S258_L004 24 STP_58121_S251_L004
40725_S480_L005 25 43606_S519_L005
47977_S520_L005 25 STP_42276_S228_L004
5119_S77 25 STP63405_S657_L006
59712_S585_L006 25 STP_56121_S238_L004
STP_48351_S230_L004 25 STP_58121_S251_L004
38170_S517_L005 26 STP63114_S648_L006
40726_S492_L005 26 58972_S508_L005
6358_S67 26 STP_52569_S218_L004
STP63114_S648_L006 26 STP_55236_S219_L004
STP63135_S653_L006 26 STP_42276_S228_L004
39177_S493_L005 27 STP63042_S662_L006
40727_S486_L005 27 STP61394_S636_L006
43606_S519_L005 27 6256_S91
43606_S519_L005 27 STP63135_S653_L006
5446_S100 27 STP60827_S639_L006
58077_S500_L005 27 58728_S499_L005
59712_S585_L006 27 STP_58121_S251_L004
6393_S83 27 STP_42276_S228_L004
38716_S482_L005 28 5119_S77
43606_S519_L005 28 47977_S520_L005
5860_S70 28 STP_36557_S249_L004
STP63405_S657_L006 28 STP_42276_S228_L004
38716_S482_L005 29 40725_S480_L005
40725_S480_L005 29 STP_36960_S210_L004
5378_S102 29 STP_38197_S203_L004
58972_S508_L005 29 59419_S505_L005
STP61782_S632_L006 29 STP_52569_S218_L004
STP_38272_S246_L004 29 STP_52569_S218_L004
43606_S519_L005 30 6393_S83
4706_S101 30 59418_S587_L006
5119_S77 30 STP_36960_S210_L004
56092_S475_L005 30 59419_S505_L005
58077_S500_L005 30 59460_S582_L006
6256_S91 30 STP_42276_S228_L004
6358_S67 30 STP_37174_S201_L004
38716_S482_L005 31 STP63135_S653_L006
40725_S480_L005 31 STP_48481_S253_L004
5446_S100 31 58972_S508_L005
5462_S104 31 STP61000_S677_L006
40725_S480_L005 32 STP_37710_S202_L004
5119_S77 32 6316_S68
5119_S77 32 STP_48481_S253_L004
58972_S508_L005 32 STP60827_S639_L006
STP61113_S633_L006 32 STP_36557_S249_L004
40725_S480_L005 33 57874_S474_L005
40725_S480_L005 33 6316_S68
40726_S492_L005 33 56092_S475_L005
43606_S519_L005 33 STP63405_S657_L006
5119_S77 33 STP_37710_S202_L004
56092_S475_L005 33 STP60827_S639_L006
57874_S474_L005 33 STP63135_S653_L006
5860_S70 33 STP_37316_S222_L004
6316_S68 33 STP63135_S653_L006
STP60467_S680_L006 33 STP_36936_S211_L004
STP61113_S633_L006 33 STP_37316_S222_L004
STP63135_S653_L006 33 STP_36960_S210_L004
STP63135_S653_L006 33 STP_48481_S253_L004
STP_36557_S249_L004 33 STP_44883_S232_L004
STP_41477_S252_L004 33 STP_45774_S239_L004
38033_S487_L005 34 5119_S77
5119_S77 34 57874_S474_L005
5119_S77 34 STP_47571_S257_L004
59303_S590_L006 34 STP61302_S637_L006
60642_S591_L006 34 STP61626_S638_L006
STP61626_S638_L006 34 STP62498_S642_L006
38033_S487_L005 35 40725_S480_L005
40725_S480_L005 35 5978_S78
40725_S480_L005 35 STP_47571_S257_L004
4294_S81 35 STP61313_S627_L006
5119_S77 35 6206_S93
58728_S499_L005 35 59460_S582_L006
59303_S590_L006 35 STP61313_S627_L006
6358_S67 35 STP_38272_S246_L004
STP60467_S680_L006 35 STP_41477_S252_L004
STP61782_S632_L006 35 STP_37174_S201_L004
STP62360_S659_L006 35 STP_36557_S249_L004
STP63135_S653_L006 35 STP_47571_S257_L004
STP_36936_S211_L004 35 STP_45774_S239_L004
STP_37174_S201_L004 35 STP_38272_S246_L004
38716_S482_L005 36 47977_S520_L005
38716_S482_L005 36 STP_36960_S210_L004
38716_S482_L005 36 STP_48481_S253_L004
40725_S480_L005 36 6206_S93
47977_S520_L005 36 STP_36960_S210_L004
5119_S77 36 5978_S78
60604_S593_L006 36 STP62498_S642_L006
6206_S93 36 STP63135_S653_L006
STP61626_S638_L006 36 STP62440_S673_L006
STP62440_S673_L006 36 STP_35872_S261_L004
STP62498_S642_L006 36 STP_35872_S261_L004
STP63135_S653_L006 36 STP_37710_S202_L004
STP_36960_S210_L004 36 STP_48481_S253_L004
STP_37316_S222_L004 36 STP_44883_S232_L004
38033_S487_L005 37 STP63135_S653_L006
38716_S482_L005 37 STP_37710_S202_L004
38716_S482_L005 37 STP_42276_S228_L004
5398_S103 37 STP61302_S637_L006
5872_S85 37 60642_S591_L006
5872_S85 37 STP62498_S642_L006
STP_36960_S210_L004 37 STP_37710_S202_L004
STP_42276_S228_L004 37 STP_48481_S253_L004
38716_S482_L005 38 43606_S519_L005
38716_S482_L005 38 6316_S68
38716_S482_L005 38 6393_S83
4294_S81 38 STP61302_S637_L006
47977_S520_L005 38 STP_48481_S253_L004
5398_S103 38 STP61313_S627_L006
5446_S100 38 56092_S475_L005
57874_S474_L005 38 STP_36960_S210_L004
59303_S590_L006 38 59419_S505_L005
60642_S591_L006 38 STP62498_S642_L006
60642_S591_L006 38 STP_35872_S261_L004
6316_S68 38 6393_S83
6316_S68 38 STP_36960_S210_L004
6393_S83 38 STP_48481_S253_L004
38716_S482_L005 39 6206_S93
38716_S482_L005 39 6256_S91
47977_S520_L005 39 STP_37710_S202_L004
57874_S474_L005 39 STP63405_S657_L006
5860_S70 39 STP62360_S659_L006
5872_S85 39 STP62440_S673_L006
5978_S78 39 STP63135_S653_L006
6316_S68 39 STP63405_S657_L006
STP63405_S657_L006 39 STP_48481_S253_L004
STP_36960_S210_L004 39 STP_42276_S228_L004
38033_S487_L005 40 38716_S482_L005
38033_S487_L005 40 STP_36960_S210_L004
38716_S482_L005 40 57874_S474_L005
38716_S482_L005 40 5978_S78
38716_S482_L005 40 STP_47571_S257_L004
40726_S492_L005 40 STP61394_S636_L006
47977_S520_L005 40 57874_S474_L005
47977_S520_L005 40 6316_S68
57874_S474_L005 40 6393_S83
5978_S78 40 STP_36960_S210_L004
60604_S593_L006 40 60642_S591_L006
60604_S593_L006 40 STP62440_S673_L006
60642_S591_L006 40 STP62440_S673_L006
6393_S83 40 STP_36960_S210_L004
6393_S83 40 STP_47571_S257_L004
STP61782_S632_L006 40 STP_38272_S246_L004
STP62360_S659_L006 40 STP_37316_S222_L004
STP_36960_S210_L004 40 STP_47571_S257_L004
STP_37710_S202_L004 40 STP_42276_S228_L004
38716_S482_L005 41 STP63405_S657_L006
40726_S492_L005 41 4294_S81
40726_S492_L005 41 59303_S590_L006
4294_S81 41 STP61394_S636_L006
5398_S103 41 59419_S505_L005
57874_S474_L005 41 STP_42276_S228_L004
59303_S590_L006 41 STP61394_S636_L006
6206_S93 41 STP_36960_S210_L004
6256_S91 41 6316_S68
6256_S91 41 STP_36960_S210_L004
6316_S68 41 STP_42276_S228_L004
STP63022_S650_L006 41 STP63114_S648_L006
STP63405_S657_L006 41 STP_36960_S210_L004
STP63405_S657_L006 41 STP_47571_S257_L004
38033_S487_L005 42 47977_S520_L005
4294_S81 42 5446_S100
43606_S519_L005 42 5978_S78
43606_S519_L005 42 STP_36960_S210_L004
43606_S519_L005 42 STP_48481_S253_L004
47977_S520_L005 42 5978_S78
47977_S520_L005 42 STP_47571_S257_L004
59824_S584_L006 42 STP_37173_S200_L004
STP61694_S667_L006 42 STP63533_S660_L006
STP62360_S659_L006 42 STP_44883_S232_L004
38170_S517_L005 43 STP63022_S650_L006
43606_S519_L005 43 STP_37710_S202_L004
47977_S520_L005 43 6206_S93
56092_S475_L005 43 58972_S508_L005
57874_S474_L005 43 6256_S91
59303_S590_L006 43 STP60827_S639_L006
59419_S505_L005 43 STP61394_S636_L006
5978_S78 43 6256_S91
5978_S78 43 STP_42276_S228_L004
6206_S93 43 6393_S83
6256_S91 43 STP_47571_S257_L004
6256_S91 43 STP_48481_S253_L004
6393_S83 43 STP_37710_S202_L004
STP61113_S633_L006 43 STP62360_S659_L006
STP_42276_S228_L004 43 STP_47571_S257_L004
38033_S487_L005 44 6393_S83
40726_S492_L005 44 5398_S103
41479_S510_L005 44 5717_S84
42272_S479_L005 44 STP_38172_S204_L004
4254_S86 44 5717_S84
4294_S81 44 59419_S505_L005
43606_S519_L005 44 57874_S474_L005
43606_S519_L005 44 6316_S68
4524_S80 44 5717_S84
5398_S103 44 STP60827_S639_L006
5398_S103 44 STP61394_S636_L006
5571_S106 44 5717_S84
56092_S475_L005 44 59303_S590_L006
5717_S84 44 58674_S575_L006
5717_S84 44 59359_S578_L006
6206_S93 44 6256_S91
6206_S93 44 STP_42276_S228_L004
6256_S91 44 STP_37710_S202_L004
STP60827_S639_L006 44 STP61394_S636_L006
STP63405_S657_L006 44 STP_37710_S202_L004
38033_S487_L005 45 6256_S91
38033_S487_L005 45 STP_42276_S228_L004
40726_S492_L005 45 40727_S486_L005
43606_S519_L005 45 6206_S93
5398_S103 45 5446_S100
5398_S103 45 56092_S475_L005
STP63022_S650_L006 45 STP_55236_S219_L004
38033_S487_L005 46 43606_S519_L005
40726_S492_L005 46 STP61313_S627_L006
40727_S486_L005 46 4294_S81
40727_S486_L005 46 59303_S590_L006
43606_S519_L005 46 STP_47571_S257_L004
5446_S100 46 59303_S590_L006
5978_S78 46 6393_S83
6206_S93 46 STP63405_S657_L006
STP61313_S627_L006 46 STP61394_S636_L006
38033_S487_L005 47 STP63405_S657_L006
4294_S81 47 STP60827_S639_L006
5446_S100 47 STP61394_S636_L006
5978_S78 47 STP63405_S657_L006
40727_S486_L005 48 59419_S505_L005
59419_S505_L005 48 STP61302_S637_L006
40726_S492_L005 49 STP61302_S637_L006
40727_S486_L005 49 5398_S103
40727_S486_L005 49 STP60827_S639_L006
4294_S81 49 58972_S508_L005
55026_S613_L006 49 STP63312_S641_L006
56092_S475_L005 49 STP61394_S636_L006
59419_S505_L005 49 STP61313_S627_L006
6357_S87 49 STP_38172_S204_L004
STP61302_S637_L006 49 STP61394_S636_L006
4294_S81 50 56092_S475_L005
4706_S101 50 STP61581_S631_L006
58972_S508_L005 50 STP61394_S636_L006
40727_S486_L005 51 STP61313_S627_L006
5462_S104 51 60573_S589_L006
58972_S508_L005 51 59303_S590_L006
40727_S486_L005 52 5446_S100
40727_S486_L005 52 STP61302_S637_L006
STP60827_S639_L006 52 STP61313_S627_L006
STP63312_S641_L006 52 STP_48478_S220_L004
40727_S486_L005 53 58972_S508_L005
42272_S479_L005 53 6357_S87
5446_S100 53 STP61313_S627_L006
STP60827_S639_L006 53 STP61302_S637_L006
STP63312_S641_L006 53 STP_56124A_S217_L004
40727_S486_L005 54 56092_S475_L005
4706_S101 54 59459_S581_L006
5398_S103 54 58972_S508_L005
5446_S100 54 STP61302_S637_L006
56092_S475_L005 54 STP61302_S637_L006
59418_S587_L006 54 STP61581_S631_L006
STP63312_S641_L006 54 STP_38249_S244_L004
56092_S475_L005 55 STP61313_S627_L006
56124_S488_L005 55 STP63312_S641_L006
STP63312_S641_L006 55 STP_56124B_S236_L004
38767_S481_L005 56 STP62359_S649_L006
58972_S508_L005 56 STP61313_S627_L006
58972_S508_L005 57 STP61302_S637_L006
59418_S587_L006 58 59459_S581_L006
60573_S589_L006 58 STP61000_S677_L006
38767_S481_L005 59 STP62336_S655_L006
38767_S481_L005 60 6135_S94
6357_S87 60 STP_37524_S197_L004
STP62876_S651_L006 61 STP_38200_S243_L004
STP_37524_S197_L004 61 STP_51755_S215_L004
59824_S584_L006 62 STP_38194_S260_L004
4423_S72 63 STP_37524_S197_L004
5717_S84 63 60261_S595_L006
STP_37524_S197_L004 63 STP_47837_S235_L004
37794_S515_L005 64 STP_37524_S197_L004
45877_S511_L005 64 5378_S102
5484_S97 64 STP_37524_S197_L004
STP61001_S668_L006 64 STP_45773_S240_L004
STP62294_S675_L006 64 STP63312_S641_L006
45877_S511_L005 65 STP_38197_S203_L004
STP_37524_S197_L004 65 STP_38172_S204_L004
58024_S383_L005 67 STP62583_S672_L006
STP62265_S676_L006 67 STP62876_S651_L006
46174_S518_L005 68 STP62439_S665_L006
58024_S383_L005 68 STP62359_S649_L006
5893_S90 68 STP_37524_S197_L004
STP_37173_S200_L004 68 STP_38194_S260_L004
58024_S383_L005 69 STP_38200_S243_L004
58024_S383_L005 70 6135_S94
39177_S493_L005 71 STP_37524_S197_L004
45877_S511_L005 71 STP_37469_S198_L004
5378_S102 71 59753_S592_L006
58024_S383_L005 71 STP62336_S655_L006
58728_S499_L005 71 STP62876_S651_L006
STP63042_S662_L006 72 STP_37524_S197_L004
42272_S479_L005 73 STP_37524_S197_L004
45224_S579_L006 73 STP62876_S651_L006
58024_S383_L005 73 STP62809_S656_L006
38767_S481_L005 74 58024_S383_L005
42165_S496_L005 74 5378_S102
58024_S383_L005 74 STP63439_S664_L006
58024_S383_L005 74 STP_45169_S231_L004
58077_S500_L005 74 STP62876_S651_L006
59460_S582_L006 74 STP62876_S651_L006
42165_S496_L005 75 STP_38197_S203_L004
58024_S383_L005 75 58653_S506_L005
58024_S383_L005 75 STP63351_S646_L006
60573_S589_L006 75 STP62876_S651_L006
5462_S104 76 STP62876_S651_L006
59753_S592_L006 76 STP_38197_S203_L004
STP61001_S668_L006 76 STP62876_S651_L006
STP62439_S665_L006 76 STP_37852_S241_L004
5378_S102 77 STP_37469_S198_L004
5691_S73 77 58024_S383_L005
58024_S383_L005 77 STP_38194_S260_L004
58024_S383_L005 77 STP_49433_S226_L004
STP61000_S677_L006 77 STP62876_S651_L006
5376_S105 78 58653_S506_L005
57404_S476_L005 78 58024_S383_L005
58024_S383_L005 78 STP62953_S645_L006
4483_S76 79 STP_37524_S197_L004
58024_S383_L005 79 STP61786_S640_L006
58024_S383_L005 79 STP62265_S676_L006
58024_S383_L005 79 STP_37173_S200_L004
STP62336_S655_L006 79 STP62953_S645_L006
38019_S494_L005 80 STP62876_S651_L006
39390_S489_L005 80 STP62876_S651_L006
57875A_S478_L005 80 STP_47215_S227_L004
58024_S383_L005 80 STP_50113_S225_L004
59753_S592_L006 80 STP_37469_S198_L004
6088_S79 80 STP_37524_S197_L004
6135_S94 80 STP_45169_S231_L004
6286_S82 80 STP_37524_S197_L004
STP61024_S634_L006 80 STP62876_S651_L006
STP62359_S649_L006 80 STP_45169_S231_L004
STP_37524_S197_L004 80 STP_38200_S243_L004
42165_S496_L005 81 STP_37469_S198_L004
45224_S579_L006 81 58024_S383_L005
5376_S105 81 58024_S383_L005
56886_S477_L005 81 STP62876_S651_L006
58024_S383_L005 81 58728_S499_L005
38268_S484_L005 82 STP_37524_S197_L004
39390_S489_L005 82 59358_S503_L005
4423_S72 82 STP_51755_S215_L004
58024_S383_L005 82 58077_S500_L005
6135_S94 82 STP62953_S645_L006
STP62336_S655_L006 82 STP63351_S646_L006
STP_37469_S198_L004 82 STP_38197_S203_L004
STP_47837_S235_L004 82 STP_51755_S215_L004
5484_S97 83 STP_51755_S215_L004
58024_S383_L005 83 59824_S584_L006
STP62359_S649_L006 83 STP62809_S656_L006
STP62359_S649_L006 83 STP63351_S646_L006
STP62583_S672_L006 83 STP62876_S651_L006
STP62809_S656_L006 83 STP62876_S651_L006
STP62876_S651_L006 83 STP63351_S646_L006
STP62876_S651_L006 83 STP_47665_S256_L004
STP62876_S651_L006 83 STP_49433_S226_L004
57404_S476_L005 84 STP62876_S651_L006
STP61693_S669_L006 84 STP_37316_S222_L004
STP62336_S655_L006 84 STP62809_S656_L006
STP62359_S649_L006 84 STP62876_S651_L006
STP62359_S649_L006 84 STP62953_S645_L006
STP62876_S651_L006 84 STP62957_S663_L006
STP62876_S651_L006 84 STP_50113_S225_L004
6135_S94 85 STP63351_S646_L006
STP62336_S655_L006 85 STP62876_S651_L006
STP62336_S655_L006 85 STP_45169_S231_L004
38019_S494_L005 86 39390_S489_L005
46174_S518_L005 86 STP_37852_S241_L004
5462_S104 86 58024_S383_L005
55909_S491_L005 86 STP_36557_S249_L004
5793_S75 86 STP_36557_S249_L004
59358_S503_L005 86 STP62876_S651_L006
STP62876_S651_L006 86 STP_45169_S231_L004
4423_S72 87 6357_S87
55909_S491_L005 87 STP61693_S669_L006
5691_S73 87 STP62876_S651_L006
58024_S383_L005 87 60573_S589_L006
6135_S94 87 STP62809_S656_L006
STP61113_S633_L006 87 STP61693_S669_L006
STP61786_S640_L006 87 STP62876_S651_L006
STP62844_S644_L006 87 STP_37524_S197_L004
STP62876_S651_L006 87 STP_38194_S260_L004
STP62876_S651_L006 87 STP_52848_S216_L004
STP_36557_S249_L004 87 STP_52438_S259_L004
38019_S494_L005 88 58024_S383_L005
38767_S481_L005 88 STP_45169_S231_L004
