sample1	dist	sample2
STP62294_S675_L006	7	55026_S613_L006
STP_38200_S243_L004	7	56124_S488_L005
STP66165-S40	7	58024_S383_L005
STP61113_S633_L006	7	5860_S70
STP64006-S55	7	59303_S590_L006
STP60261-S29	7	60261_S595_L006
60261_S595_L006	7	STP60261-S29
5860_S70	7	STP61113_S633_L006
STP_44883_S232_L004	7	STP61113_S633_L006
55026_S613_L006	7	STP62294_S675_L006
STP62876_S651_L006	7	STP62294_S675_L006
STP62294_S675_L006	7	STP62876_S651_L006
46090_S577_L006	7	STP63409_S658_L006
4294_S81	7	STP64006-S55
59303_S590_L006	7	STP64006-S55
58024_S383_L005	7	STP66165-S40
5241_S96	7	STP68351-S46
STP_50745_S214_L004	7	STP_35241_S213_L004
56124_S488_L005	7	STP_38200_S243_L004
STP_56124B_S236_L004	7	STP_38200_S243_L004
STP_56124A_S217_L004	7	STP_38249_S244_L004
STP61113_S633_L006	7	STP_44883_S232_L004
37851_S516_L005	7	STP_48478_S220_L004
STP_35241_S213_L004	7	STP_50745_S214_L004
STP_38249_S244_L004	7	STP_56124A_S217_L004
STP_38200_S243_L004	7	STP_56124B_S236_L004
STP_38249_S244_L004	8	56124_S488_L005
STP_48481_S253_L004	8	57874_S474_L005
STP61626_S638_L006	8	5872_S85
STP_47995_S234_L004	8	59712_S585_L006
STP62779-S37	8	60261_S595_L006
STP_35872_S261_L004	8	60604_S593_L006
STP_48481_S253_L004	8	6316_S68
STP61755-S16	8	STP57875-S4
STP64003-S12	8	STP57875-S4
STP70066-S42	8	STP59359-S10
5872_S85	8	STP61626_S638_L006
STP57875-S4	8	STP61755-S16
60261_S595_L006	8	STP62779-S37
STP57875-S4	8	STP64003-S12
STP59359-S10	8	STP70066-S42
60604_S593_L006	8	STP_35872_S261_L004
STP_45169_S231_L004	8	STP_36783_S247_L004
STP_48478_S220_L004	8	STP_38200_S243_L004
56124_S488_L005	8	STP_38249_S244_L004
STP_56124B_S236_L004	8	STP_38249_S244_L004
STP_36783_S247_L004	8	STP_45169_S231_L004
59712_S585_L006	8	STP_47995_S234_L004
STP_38200_S243_L004	8	STP_48478_S220_L004
57874_S474_L005	8	STP_48481_S253_L004
6316_S68	8	STP_48481_S253_L004
STP_53446_S221_L004	8	STP_50745_S214_L004
STP_50745_S214_L004	8	STP_53446_S221_L004
STP_38249_S244_L004	8	STP_56124B_S236_L004
STP63114_S648_L006	9	37357_S514_L005
STP64006-S55	9	5398_S103
59854_S588_L006	9	59502_S583_L006
STP_37679_S207_L004	9	59502_S583_L006
59502_S583_L006	9	59854_S588_L006
STP_38200_S243_L004	9	STP62294_S675_L006
STP_56124A_S217_L004	9	STP62294_S675_L006
37357_S514_L005	9	STP63114_S648_L006
STP70066-S42	9	STP63725-S22
5398_S103	9	STP64006-S55
STP_35241_S213_L004	9	STP68351-S46
STP63725-S22	9	STP70066-S42
STP68351-S46	9	STP_35241_S213_L004
STP_37524_S197_L004	9	STP_37469_S198_L004
STP_37469_S198_L004	9	STP_37524_S197_L004
59502_S583_L006	9	STP_37679_S207_L004
STP62294_S675_L006	9	STP_38200_S243_L004
STP62294_S675_L006	9	STP_56124A_S217_L004
STP63405_S657_L006	10	47977_S520_L005
STP62876_S651_L006	10	55026_S613_L006
STP62294_S675_L006	10	56124_S488_L005
STP_37173_S200_L004	10	56124_S488_L005
6316_S68	10	57874_S474_L005
STP_52570_S258_L004	10	60675_S594_L006
57874_S474_L005	10	6316_S68
TUN71744-S9	10	STP61652-S5
STP70066-S42	10	STP61755-S16
56124_S488_L005	10	STP62294_S675_L006
STP_38249_S244_L004	10	STP62294_S675_L006
STP_56124B_S236_L004	10	STP62294_S675_L006
55026_S613_L006	10	STP62876_S651_L006
47977_S520_L005	10	STP63405_S657_L006
STP70066-S42	10	STP64003-S12
STP_50745_S214_L004	10	STP68351-S46
TUN71744-S9	10	STP68544-S36
STP61755-S16	10	STP70066-S42
STP64003-S12	10	STP70066-S42
56124_S488_L005	10	STP_37173_S200_L004
STP_56124A_S217_L004	10	STP_37173_S200_L004
STP_56124B_S236_L004	10	STP_37173_S200_L004
STP62294_S675_L006	10	STP_38249_S244_L004
STP_48478_S220_L004	10	STP_38249_S244_L004
STP_38249_S244_L004	10	STP_48478_S220_L004
STP_56124A_S217_L004	10	STP_48478_S220_L004
STP68351-S46	10	STP_50745_S214_L004
60675_S594_L006	10	STP_52570_S258_L004
STP_37173_S200_L004	10	STP_56124A_S217_L004
STP_48478_S220_L004	10	STP_56124A_S217_L004
STP62294_S675_L006	10	STP_56124B_S236_L004
STP_37173_S200_L004	10	STP_56124B_S236_L004
STP61652-S5	10	TUN71744-S9
STP68544-S36	10	TUN71744-S9
TUN75121-S13	10	TUN71744-S9
TUN71744-S9	10	TUN75121-S13
STP62059_S666_L006	11	38020_S490_L005
STP_50745_S214_L004	11	5241_S96
STP_48478_S220_L004	11	56124_S488_L005
STP_47571_S257_L004	11	57874_S474_L005
38020_S490_L005	11	STP62059_S666_L006
STP_36783_S247_L004	11	STP62294_S675_L006
STP_48478_S220_L004	11	STP62294_S675_L006
STP70066-S42	11	STP68461-S41
STP68461-S41	11	STP70066-S42
STP62294_S675_L006	11	STP_36783_S247_L004
57874_S474_L005	11	STP_47571_S257_L004
56124_S488_L005	11	STP_48478_S220_L004
STP62294_S675_L006	11	STP_48478_S220_L004
STP_56124B_S236_L004	11	STP_48478_S220_L004
5241_S96	11	STP_50745_S214_L004
STP_48478_S220_L004	11	STP_56124B_S236_L004
STP61858_S628_L006	12	59502_S583_L006
STP_48351_S230_L004	12	60675_S594_L006
TUN72219-S6	12	STP61349-S39
59502_S583_L006	12	STP61858_S628_L006
STP_37681_S209_L004	12	STP62059_S666_L006
STP_47995_S234_L004	12	STP62059_S666_L006
STP_53446_S221_L004	12	STP68351-S46
STP62059_S666_L006	12	STP_37681_S209_L004
STP_48481_S253_L004	12	STP_47571_S257_L004
STP62059_S666_L006	12	STP_47995_S234_L004
60675_S594_L006	12	STP_48351_S230_L004
STP_52570_S258_L004	12	STP_48351_S230_L004
STP_47571_S257_L004	12	STP_48481_S253_L004
STP_48351_S230_L004	12	STP_52570_S258_L004
STP68351-S46	12	STP_53446_S221_L004
STP61349-S39	12	TUN72219-S6
STP_35241_S213_L004	13	38020_S490_L005
STP_50745_S214_L004	13	38020_S490_L005
5978_S78	13	57874_S474_L005
STP_56124A_S217_L004	13	57874_S474_L005
60604_S593_L006	13	5872_S85
57874_S474_L005	13	5978_S78
5872_S85	13	60604_S593_L006
STP63405_S657_L006	13	6256_S91
STP63405_S657_L006	13	6393_S83
STP_52570_S258_L004	13	STP62059_S666_L006
6256_S91	13	STP63405_S657_L006
6393_S83	13	STP63405_S657_L006
38020_S490_L005	13	STP_35241_S213_L004
STP_56124A_S217_L004	13	STP_48481_S253_L004
38020_S490_L005	13	STP_50745_S214_L004
STP62059_S666_L006	13	STP_52570_S258_L004
57874_S474_L005	13	STP_56124A_S217_L004
STP_48481_S253_L004	13	STP_56124A_S217_L004
TUN72219-S6	13	TUN68349-S7
TUN68349-S7	13	TUN72219-S6
STP_53446_S221_L004	14	38020_S490_L005
STP_52570_S258_L004	14	5241_S96
STP61303_S674_L006	14	55026_S613_L006
STP_38197_S203_L004	14	55026_S613_L006
6206_S93	14	57874_S474_L005
STP_37710_S202_L004	14	57874_S474_L005
STP_56124B_S236_L004	14	57874_S474_L005
STP_44883_S232_L004	14	5860_S70
6316_S68	14	5978_S78
STP62059_S666_L006	14	60675_S594_L006
57874_S474_L005	14	6206_S93
5978_S78	14	6316_S68
STP_47571_S257_L004	14	6316_S68
STP70066-S42	14	STP57875-S4
55026_S613_L006	14	STP61303_S674_L006
60675_S594_L006	14	STP62059_S666_L006
STP_47995_S234_L004	14	STP68351-S46
STP57875-S4	14	STP70066-S42
STP_52570_S258_L004	14	STP_35241_S213_L004
STP_50745_S214_L004	14	STP_37681_S209_L004
57874_S474_L005	14	STP_37710_S202_L004
STP_48481_S253_L004	14	STP_37710_S202_L004
55026_S613_L006	14	STP_38197_S203_L004
5860_S70	14	STP_44883_S232_L004
6316_S68	14	STP_47571_S257_L004
STP68351-S46	14	STP_47995_S234_L004
STP_50745_S214_L004	14	STP_47995_S234_L004
STP_37710_S202_L004	14	STP_48481_S253_L004
STP_56124B_S236_L004	14	STP_48481_S253_L004
STP_37681_S209_L004	14	STP_50745_S214_L004
STP_47995_S234_L004	14	STP_50745_S214_L004
5241_S96	14	STP_52570_S258_L004
STP_35241_S213_L004	14	STP_52570_S258_L004
38020_S490_L005	14	STP_53446_S221_L004
57874_S474_L005	14	STP_56124B_S236_L004
STP_48481_S253_L004	14	STP_56124B_S236_L004
59502_S583_L006	15	36885_S576_L006
STP_48478_S220_L004	15	37301_S498_L005
57874_S474_L005	15	38033_S487_L005
STP_48481_S253_L004	15	38033_S487_L005
59419_S505_L005	15	40726_S492_L005
57874_S474_L005	15	56124_S488_L005
6316_S68	15	56124_S488_L005
STP_48481_S253_L004	15	56124_S488_L005
38033_S487_L005	15	57874_S474_L005
56124_S488_L005	15	57874_S474_L005
40726_S492_L005	15	59419_S505_L005
36885_S576_L006	15	59502_S583_L006
STP_48481_S253_L004	15	5978_S78
STP61858_S628_L006	15	59854_S588_L006
6316_S68	15	6206_S93
56124_S488_L005	15	6316_S68
6206_S93	15	6316_S68
STP63725-S22	15	STP59359-S10
STP63725-S22	15	STP61755-S16
STP68461-S41	15	STP61755-S16
59854_S588_L006	15	STP61858_S628_L006
STP_37679_S207_L004	15	STP61858_S628_L006
STP59359-S10	15	STP63725-S22
STP61755-S16	15	STP63725-S22
STP64003-S12	15	STP63725-S22
STP63725-S22	15	STP64003-S12
STP68461-S41	15	STP64003-S12
STP_52570_S258_L004	15	STP68351-S46
STP61755-S16	15	STP68461-S41
STP64003-S12	15	STP68461-S41
STP_37681_S209_L004	15	STP_35241_S213_L004
STP_47995_S234_L004	15	STP_35241_S213_L004
STP61858_S628_L006	15	STP_37679_S207_L004
STP_35241_S213_L004	15	STP_37681_S209_L004
STP_35241_S213_L004	15	STP_47995_S234_L004
37301_S498_L005	15	STP_48478_S220_L004
38033_S487_L005	15	STP_48481_S253_L004
56124_S488_L005	15	STP_48481_S253_L004
5978_S78	15	STP_48481_S253_L004
STP_52570_S258_L004	15	STP_50745_S214_L004
STP68351-S46	15	STP_52570_S258_L004
STP_50745_S214_L004	15	STP_52570_S258_L004
STP_53446_S221_L004	15	STP_52570_S258_L004
STP_52570_S258_L004	15	STP_53446_S221_L004
STP_45954_S229_L004	16	37851_S516_L005
STP68351-S46	16	38020_S490_L005
STP_47995_S234_L004	16	38020_S490_L005
56886_S477_L005	16	45224_S579_L006
45224_S579_L006	16	56886_S477_L005
STP62059_S666_L006	16	59712_S585_L006
STP_50745_S214_L004	16	60675_S594_L006
STP59359-S10	16	STP57875-S4
STP57875-S4	16	STP59359-S10
STP_48478_S220_L004	16	STP61303_S674_L006
59712_S585_L006	16	STP62059_S666_L006
STP_48351_S230_L004	16	STP62059_S666_L006
38020_S490_L005	16	STP68351-S46
STP_37681_S209_L004	16	STP68351-S46
STP_47214_S233_L004	16	STP_37680_S208_L004
STP68351-S46	16	STP_37681_S209_L004
STP_53446_S221_L004	16	STP_37681_S209_L004
37851_S516_L005	16	STP_45954_S229_L004
STP_37680_S208_L004	16	STP_47214_S233_L004
STP_56124A_S217_L004	16	STP_47571_S257_L004
38020_S490_L005	16	STP_47995_S234_L004
STP_53446_S221_L004	16	STP_47995_S234_L004
STP62059_S666_L006	16	STP_48351_S230_L004
STP61303_S674_L006	16	STP_48478_S220_L004
60675_S594_L006	16	STP_50745_S214_L004
STP_37681_S209_L004	16	STP_53446_S221_L004
STP_47995_S234_L004	16	STP_53446_S221_L004
STP_47571_S257_L004	16	STP_56124A_S217_L004
39177_S493_L005	17	37794_S515_L005
5241_S96	17	38020_S490_L005
STP_37681_S209_L004	17	38020_S490_L005
STP_52570_S258_L004	17	38020_S490_L005
37794_S515_L005	17	39177_S493_L005
38020_S490_L005	17	5241_S96
STP_47571_S257_L004	17	56124_S488_L005
STP_35241_S213_L004	17	60675_S594_L006
STP_48481_S253_L004	17	6206_S93
STP_56124A_S217_L004	17	6316_S68
STP_56124B_S236_L004	17	6316_S68
STP63748-S56	17	STP58674-S24
STP64006-S55	17	STP60265-S54
STP62498_S642_L006	17	STP61303_S674_L006
STP70066-S42	17	STP62059_S666_L006
STP61303_S674_L006	17	STP62498_S642_L006
STP58674-S24	17	STP63748-S56
STP60265-S54	17	STP64006-S55
STP62059_S666_L006	17	STP70066-S42
60675_S594_L006	17	STP_35241_S213_L004
38020_S490_L005	17	STP_37681_S209_L004
STP_52570_S258_L004	17	STP_37681_S209_L004
STP_52570_S258_L004	17	STP_38249_S244_L004
56124_S488_L005	17	STP_47571_S257_L004
STP_56124B_S236_L004	17	STP_47571_S257_L004
STP_52570_S258_L004	17	STP_47995_S234_L004
6206_S93	17	STP_48481_S253_L004
38020_S490_L005	17	STP_52570_S258_L004
STP_37681_S209_L004	17	STP_52570_S258_L004
STP_38249_S244_L004	17	STP_52570_S258_L004
STP_47995_S234_L004	17	STP_52570_S258_L004
6316_S68	17	STP_56124A_S217_L004
6316_S68	17	STP_56124B_S236_L004
STP_47571_S257_L004	17	STP_56124B_S236_L004
59854_S588_L006	18	36885_S576_L006
STP_37679_S207_L004	18	36885_S576_L006
STP63022_S650_L006	18	37357_S514_L005
6316_S68	18	38033_S487_L005
STP_47995_S234_L004	18	5241_S96
STP60261-S29	18	55026_S613_L006
STP_47214_S233_L004	18	5599_S107
59824_S584_L006	18	56124_S488_L005
STP60970_S681_L006	18	58583_S504_L005
STP68351-S46	18	59712_S585_L006
STP_50745_S214_L004	18	59712_S585_L006
STP_47571_S257_L004	18	5978_S78
56124_S488_L005	18	59824_S584_L006
STP_56124A_S217_L004	18	59824_S584_L006
36885_S576_L006	18	59854_S588_L006
STP68351-S46	18	60675_S594_L006
STP_37681_S209_L004	18	60675_S594_L006
STP_47995_S234_L004	18	60675_S594_L006
STP_53446_S221_L004	18	60675_S594_L006
38033_S487_L005	18	6316_S68
STP63725-S22	18	STP57875-S4
STP68352-S48	18	STP58674-S24
55026_S613_L006	18	STP60261-S29
58583_S504_L005	18	STP60970_S681_L006
STP61626_S638_L006	18	STP61303_S674_L006
STP62440_S673_L006	18	STP61303_S674_L006
STP61303_S674_L006	18	STP61626_S638_L006
STP_56121_S238_L004	18	STP62059_S666_L006
STP_58121_S251_L004	18	STP62059_S666_L006
STP61303_S674_L006	18	STP62440_S673_L006
37357_S514_L005	18	STP63022_S650_L006
STP57875-S4	18	STP63725-S22
STP_56124A_S217_L004	18	STP63748-S56
59712_S585_L006	18	STP68351-S46
60675_S594_L006	18	STP68351-S46
STP58674-S24	18	STP68352-S48
STP_35241_S213_L004	18	STP70066-S42
STP70066-S42	18	STP_35241_S213_L004
STP_37316_S222_L004	18	STP_36557_S249_L004
STP_36557_S249_L004	18	STP_37316_S222_L004
36885_S576_L006	18	STP_37679_S207_L004
60675_S594_L006	18	STP_37681_S209_L004
STP_47571_S257_L004	18	STP_37710_S202_L004
5599_S107	18	STP_47214_S233_L004
5978_S78	18	STP_47571_S257_L004
STP_37710_S202_L004	18	STP_47571_S257_L004
5241_S96	18	STP_47995_S234_L004
60675_S594_L006	18	STP_47995_S234_L004
STP_50745_S214_L004	18	STP_48351_S230_L004
59712_S585_L006	18	STP_50745_S214_L004
STP_48351_S230_L004	18	STP_50745_S214_L004
60675_S594_L006	18	STP_53446_S221_L004
STP62059_S666_L006	18	STP_56121_S238_L004
59824_S584_L006	18	STP_56124A_S217_L004
STP63748-S56	18	STP_56124A_S217_L004
STP62059_S666_L006	18	STP_58121_S251_L004
60675_S594_L006	19	38020_S490_L005
STP_47571_S257_L004	19	38033_S487_L005
STP61024_S634_L006	19	39390_S489_L005
STP_47214_S233_L004	19	4332_S66
59712_S585_L006	19	5241_S96
STP_37681_S209_L004	19	5241_S96
55026_S613_L006	19	5378_S102
5378_S102	19	55026_S613_L006
STP62779-S37	19	55026_S613_L006
5978_S78	19	56124_S488_L005
5241_S96	19	59712_S585_L006
STP_35241_S213_L004	19	59712_S585_L006
56124_S488_L005	19	5978_S78
